"cluster_label","Splunk_Roles","Splunk_Instance","Num_Splunk_Instances",title,app,coldPath,"coldPath.maxDataSizeMB",coldToFrozenDir,coldToFrozenScript,currentDBSizeMB,"datamodel_summary_size",datatype,frozenTimePeriodInSecs,homePath,"homePath.maxDataSizeMB",isInternal,maxDataSize,maxGlobalDataSizeMB,maxGlobalRawDataSizeMB,maxHotBuckets,maxHotIdleSecs,maxHotSpanSecs,maxTime,maxTotalDataSizeMB,maxWarmDBCount,minHotIdleSecsBeforeForceRoll,minTime,quarantineFutureSecs,quarantinePastSecs,repFactor,rotatePeriodInSecs,thawedPath,throttleCheckPeriod,totalEventCount,"total_bucket_count","total_capacity","total_raw_size",tstatsHomePath,disabled
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"af-cms-excl","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"af-cms-paydocs","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"af-cms-summ","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"af_wt_bank_trans","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"af_wt_fraud_notables","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"af_wt_sum_acct_profile_target_acct","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"af_wt_sum_fds_stats","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,apache,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,apic,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,appmsad,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,"0.000",event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,"1582155030.000000",4294967295,300,auto,"1581633918.000000",604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,154,1,"4294967295.000","0.110","volume:_splunk_summaries/$_index_name/datamodel_summary",0
