"Splunk_Instance","Splunk_Roles",app,sharing,stanza,name,value,author,updated
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory","mem_used","if(isnotnull(UsedBytes),(UsedBytes/1048576),null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Service",service,"coalesce(UNIT, app)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Version",os,"if(isnotnull(os_name) AND isnotnull(os_release),os_name."" "".os_release,null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Version","vendor_product","if(isnotnull(os_name),os_name,null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(Linux|Unix):Service",note,"if(match(_raw,""runlevel[06]\=on""),""Runlevels 0 and 6 are reserved for halt and reboot respectively"",null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(Linux|Unix):Service","start_mode","case(isnotnull(StartMode),StartMode,match(_raw,""runlevel\d+\=on""),""Auto"",1=1,""Disabled"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,syslog,action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,syslog,signature,"if(isnotnull(inbound_interface),""firewall"",null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,vmstat,UsedBytes,"tonumber(memUsedMB, 10)*1048756",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,vmstat,mem,"if(isnotnull(memFreeMB) AND isnotnull(memUsedMB),(memFreeMB)+(memUsedMB),null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,vmstat,"mem_free","if(isnotnull(memFreeMB),memFreeMB,null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,vmstat,"mem_page_ops","pgPageIn_PS + pgPageOut_PS",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,vmstat,"mem_used","if(isnotnull(memUsedMB),memUsedMB,null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","splunk_app_addon-builder",global,"splunk:aob:monitor:metric","metric_tags","mvjoin('mcollector_tags{}', "","")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,scheduler,status,"case(status==""success"", ""completed"", status==""skipped"", ""skipped"", status==""continued"", ""deferred"")",system,"2020-02-03T04:10:49+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,"splunk_resource_usage","data.search_props.label","if(isnull('data.search_props.label') AND isnotnull('data.search_props.sid'), ""N/A"", 'data.search_props.label')",system,"2020-02-03T04:10:49+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,"splunk_resource_usage","data.search_props.provenance","if(isnull('data.search_props.provenance') AND isnotnull('data.search_props.sid'), ""unknown"", 'data.search_props.provenance')",system,"2020-02-03T04:10:49+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,"splunkd_conf",app,"mvindex('data.asset_uri{}', 1)",system,"2020-02-03T04:10:49+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,"splunkd_conf","from_repo","'data.from_repo'",system,"2020-02-03T04:10:49+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,"splunkd_conf","object_name","mvindex('data.asset_uri{}', 3)",system,"2020-02-03T04:10:49+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,"splunkd_conf","object_type","mvindex('data.asset_uri{}', 2)",system,"2020-02-03T04:10:49+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,"splunkd_conf","optype_desc","'data.optype_desc'",system,"2020-02-03T04:10:49+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,"splunkd_conf",owner,"mvindex('data.asset_uri{}', 0)",system,"2020-02-03T04:10:49+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,"splunkd_conf",status,"'data.status'",system,"2020-02-03T04:10:49+00:00"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console",global,"splunkd_conf","to_repo","'data.to_repo'",system,"2020-02-03T04:10:49+00:00"
