"Splunk_Instance","Splunk_Roles",app,sharing,stanza,name,value,author,updated
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security",vendor,"""Microsoft""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:System",product,"""Windows""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:System","signature_id","if(SourceName=""Microsoft-Windows-WindowsUpdateClient"",signature_id,EventCode)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:System",vendor,"""Microsoft""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinEventLog,"signature_id","if(SourceName=""Microsoft-Windows-WindowsUpdateClient"",signature_id,EventCode)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"cpu_architecture","if(Type==""Processor"", Architecture, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"cpu_cores","if(Type==""Processor"", NumberOfCores, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"cpu_count","if(Type==""Processor"", NumberOfProcessors, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"cpu_mhz","if(Type==""Processor"", ClockSpeedMHz, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,description,"if(Type==""Processor"", Name, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,family,"if(Type==""Processor"", Architecture, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,mem,"if(Type==""OperatingSystem"", TotalPhysicalMemoryKB/1024, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"mem_free","if(Type==""OperatingSystem"",if(isNull(FreePhysicalMemoryKB), null(), (FreePhysicalMemoryKB)/1024), null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"mem_free_percent","if(Type==""OperatingSystem"", if(isNull(TotalPhysicalMemoryKB), null(), if(isNull(FreePhysicalMemoryKB), null(), FreePhysicalMemoryKB/TotalPhysicalMemoryKB * 100)), null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"mem_used","if(Type==""OperatingSystem"", if(isNull(TotalPhysicalMemoryKB), null(), if(isNull(FreePhysicalMemoryKB), null(), (TotalPhysicalMemoryKB - FreePhysicalMemoryKB)/1024)), null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"mem_used_percent","if(Type==""OperatingSystem"", if(isNull(TotalPhysicalMemoryKB), null(), if(isNull(FreePhysicalMemoryKB), null(), (TotalPhysicalMemoryKB - FreePhysicalMemoryKB)/TotalPhysicalMemoryKB * 100)), null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,mount,"if (Type==""Disk"", Name, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,os,"if(Type==""OperatingSystem"", OS, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,serial,"if(Type==""OperatingSystem"", SerialNumber, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"start_mode","lower(StartMode)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,status,"case(Type==""OperatingSystem"", Status, Type==""Service"", State, 1=1, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,storage,"if (Type==""Disk"", TotalSpaceKB/1024, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"storage_free","if (Type==""Disk"", FreeSpaceKB/1024, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"storage_free_percent","if (Type==""Disk"", (FreeSpaceKB*100)/TotalSpaceKB, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"storage_used","if (Type==""Disk"", (TotalSpaceKB-FreeSpaceKB)/1024, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"storage_used_percent","if (Type==""Disk"", ((TotalSpaceKB-FreeSpaceKB)*100)/TotalSpaceKB, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"vendor_product","if(Type==""OperatingSystem"", OS, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,version,"if(Type==""OperatingSystem"", Version, null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WindowsUpdateLog,product,"""Windows""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WindowsUpdateLog,vendor,"""Microsoft""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,XmlWinEventLog,"signature_id","if(SourceName=""Microsoft-Windows-WindowsUpdateClient"",signature_id,EventCode)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"fs_notification","file_modify_time","strptime(modtime, ""%a %b %d %H:%M:%S %Y"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Application","Error_Code","if(isnull(Error_Code), ""-"", Error_Code)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Application",dest,"coalesce('ComputerName','Computer')",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","Error_Code","if(isnull(Error_Code), ""-"", Error_Code)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","dest_nt_domain","nullif(dest_nt_domain,""-"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security",product,"""Windows""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","ta_windows_action","case(upper(Status) == ""0XC000006F"", ""denied"", upper(Status) == ""0XC0000070"", ""denied"", upper(Status) == ""0XC000015B"", ""denied"", upper(Status) == ""0XC0000234"", ""denied"", upper(Status) == ""0XC0000064"", ""unknown"", upper(Status) == ""0XC0000133"", ""error"", upper(Status) == ""0XC0000225"", ""error"", 1=1 , ""failure"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","user_group","coalesce(Group_Name,New_Account_Name,Target_Account_Name)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security",vendor,"""Microsoft""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System","Error_Code","if(isnull(Error_Code), ""-"", Error_Code)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System",app,"if(SourceName=""IAS"",""ias"",null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System",product,"""Windows""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System",vendor,"""Microsoft""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System:IAS",app,"""ias""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Application","Error_Code","if(isnull(Error_Code), ""-"", Error_Code)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","Error_Code","if(isnull(Error_Code), ""-"", Error_Code)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","dest_nt_domain","nullif(dest_nt_domain,""-"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security",product,"""Windows""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","ta_windows_action","case(upper(Status) == ""0XC000006F"", ""denied"", upper(Status) == ""0XC0000070"", ""denied"", upper(Status) == ""0XC000015B"", ""denied"", upper(Status) == ""0XC0000234"", ""denied"", upper(Status) == ""0XC0000064"", ""unknown"", upper(Status) == ""0XC0000133"", ""error"", upper(Status) == ""0XC0000225"", ""error"", 1=1 , ""failure"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","user_group","coalesce(Group_Name,New_Account_Name,Target_Account_Name)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security",vendor,"""Microsoft""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System","Error_Code","if(isnull(Error_Code), ""-"", Error_Code)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System",body,"coalesce('signature_message','Message')",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System",product,"""Windows""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System",vendor,"""Microsoft""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,wineventlog,"signature_id","if(SourceName=""Microsoft-Windows-WindowsUpdateClient"",signature_id,EventCode)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,xmlwineventlog,"signature_id","if(SourceName=""Microsoft-Windows-WindowsUpdateClient"",signature_id,EventCode)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,scheduler,status,"case(status==""success"", ""completed"", status==""skipped"", ""skipped"", status==""continued"", ""deferred"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,"splunk_resource_usage","data.search_props.label","if(isnull('data.search_props.label') AND isnotnull('data.search_props.sid'), ""N/A"", 'data.search_props.label')",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,"splunk_resource_usage","data.search_props.provenance","if(isnull('data.search_props.provenance') AND isnotnull('data.search_props.sid'), ""unknown"", 'data.search_props.provenance')",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,"splunkd_conf",app,"mvindex('data.asset_uri{}', 1)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,"splunkd_conf","from_repo","'data.from_repo'",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,"splunkd_conf","object_name","mvindex('data.asset_uri{}', 3)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,"splunkd_conf","object_type","mvindex('data.asset_uri{}', 2)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,"splunkd_conf","optype_desc","'data.optype_desc'",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,"splunkd_conf",owner,"mvindex('data.asset_uri{}', 0)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,"splunkd_conf",status,"'data.status'",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,"splunkd_conf","to_repo","'data.to_repo'",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",global,audittrail,action,"case(match(_raw,""action\=login\sattempt"") AND match(_raw,""info\=succeeded""),""success"",match(_raw,""action\=login\sattempt"") AND match(_raw,""info\=failed""),""failure"",match(_raw,""action\=add""),""created"",match(_raw,""action\=delete""),""deleted"",match(_raw,""action\=update""),""modified"",1=1,action)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",global,audittrail,app,"if(match(_raw,""action\=login\sattempt""),""splunk"",app)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",global,audittrail,"file_modify_time","strptime(modtime, ""%a %b %d %H:%M:%S %Y"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",global,audittrail,user,"if(isnull(user) OR user=""n/a"" OR user="""",user_id,user)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",global,audittrail,"vendor_status","if(isdir==0 OR isdir==1, ""success"", vendor_status)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"Linux:SELinuxConfig",note,"""SELinux is a Linux feature that provides a variety of security policies, including U.S. Department of Defense style mandatory access controls, through the use of Linux Security Modules""",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"aix_secure",action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,bandwidth,bytes,"(rxKB_PS+txKB_PS)*1024",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,bandwidth,"bytes_in","rxKB_PS*1024",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,bandwidth,"bytes_out","txKB_PS*1024",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,bandwidth,packets,"rxPackets_PS+txPackets_PS",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,cpu,"cpu_load_percent","100-pctIdle",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,cpu,"cpu_user_percent",pctUser,system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,df,FreeMBytes,"case(match(Avail, ""P[i]*$""), tonumber(rtrim(Avail, ""Pi""),10)*pow(1024,3), match(Avail, ""T[i]*$""), tonumber(rtrim(Avail,""Ti""),10)*pow(1024,2), match(Avail, ""G[i]*$""), tonumber(rtrim(Avail,""Gi""),10)*pow(1024,1), match(Avail, ""M[i]*$""), tonumber(rtrim(Avail,""Mi""), 10), match(Avail, ""K[i]*$""), tonumber(rtrim(Avail,""Ki""), 10)/1024, match(Avail, ""B[i]*$""), tonumber(rtrim(Avail,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,df,PercentFreeSpace,"100.0-tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,df,PercentUsedSpace,"tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,df,TotalMBytes,"case(match(Size, ""P[i]*$""), tonumber(rtrim(Size, ""Pi""),10)*pow(1024,3), match(Size, ""T[i]*$""), tonumber(rtrim(Size, ""Ti""),10)*pow(1024,2), match(Size, ""G[i]*$""), tonumber(rtrim(Size,""Gi""),10)*pow(1024,1), match(Size, ""M[i]*$""), tonumber(rtrim(Size,""Mi""), 10), match(Size, ""K[i]*$""), tonumber(rtrim(Size,""Ki""), 10)/1024, match(Size, ""B[i]*$""), tonumber(rtrim(Size,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,df,UsedMBytes,"case(match(Used, ""P[i]*$""), tonumber(rtrim(Used, ""Pi""),10)*pow(1024,3), match(Used, ""T[i]*$""), tonumber(rtrim(Used,""Ti""),10)*pow(1024,2), match(Used, ""G[i]*$""), tonumber(rtrim(Used,""Gi""),10)*pow(1024,1), match(Used, ""M[i]*$""), tonumber(rtrim(Used,""Mi""), 10), match(Used, ""K[i]*$""), tonumber(rtrim(Used,""Ki""), 10)/1024, match(Used, ""B[i]*$""), tonumber(rtrim(Used,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,df,storage,"case(match(Size, ""P[i]*$""), tonumber(rtrim(Size, ""Pi""),10)*pow(1024,3), match(Size, ""T[i]*$""), tonumber(rtrim(Size, ""Ti""),10)*pow(1024,2), match(Size, ""G[i]*$""), tonumber(rtrim(Size,""Gi""),10)*pow(1024,1), match(Size, ""M[i]*$""), tonumber(rtrim(Size,""Mi""), 10), match(Size, ""K[i]*$""), tonumber(rtrim(Size,""Ki""), 10)/1024, match(Size, ""B[i]*$""), tonumber(rtrim(Size,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,df,"storage_free","case(match(Avail, ""P[i]*$""), tonumber(rtrim(Avail, ""Pi""),10)*pow(1024,3), match(Avail, ""T[i]*$""), tonumber(rtrim(Avail,""Ti""),10)*pow(1024,2), match(Avail, ""G[i]*$""), tonumber(rtrim(Avail,""Gi""),10)*pow(1024,1), match(Avail, ""M[i]*$""), tonumber(rtrim(Avail,""Mi""), 10), match(Avail, ""K[i]*$""), tonumber(rtrim(Avail,""Ki""), 10)/1024, match(Avail, ""B[i]*$""), tonumber(rtrim(Avail,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,df,"storage_free_percent","100.0-tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,df,"storage_used","case(match(Used, ""P[i]*$""), tonumber(rtrim(Used, ""Pi""),10)*pow(1024,3), match(Used, ""T[i]*$""), tonumber(rtrim(Used,""Ti""),10)*pow(1024,2), match(Used, ""G[i]*$""), tonumber(rtrim(Used,""Gi""),10)*pow(1024,1), match(Used, ""M[i]*$""), tonumber(rtrim(Used,""Mi""), 10), match(Used, ""K[i]*$""), tonumber(rtrim(Used,""Ki""), 10)/1024, match(Used, ""B[i]*$""), tonumber(rtrim(Used,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,df,"storage_used_percent","tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"fs_notification","file_modify_time","strptime(modtime, ""%a %b %d %H:%M:%S %Y"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,hardware,RealMemoryMB,"case(match(Unit, ""kB""), RealMemory*pow(1024,-1), match(Unit, ""KB""), RealMemory*pow(1024,-1), match(Unit, ""mB""), RealMemory, match(Unit, ""MB""), RealMemory, match(Unit, ""gB""), RealMemory*pow(1024,1), match(Unit, ""GB""), RealMemory*pow(1024,1), match(Unit, ""tB""), RealMemory*pow(1024,2), match(Unit, ""TB""), RealMemory*pow(1024,2), match(Unit, ""pB""), RealMemory*pow(1024,3), match(Unit, ""PB""), RealMemory*pow(1024,3), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,hardware,SwapMemoryMB,"case(match(Unit, ""kB""), SwapMemory*pow(1024,-1), match(Unit, ""KB""), SwapMemory*pow(1024,-1), match(Unit, ""mB""), SwapMemory, match(Unit, ""MB""), SwapMemory, match(Unit, ""gB""), SwapMemory*pow(1024,1), match(Unit, ""GB""), SwapMemory*pow(1024,1), match(Unit, ""tB""), SwapMemory*pow(1024,2), match(Unit, ""TB""), SwapMemory*pow(1024,2), match(Unit, ""pB""), SwapMemory*pow(1024,3), match(Unit, ""PB""), SwapMemory*pow(1024,3), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,hardware,mem,"case(match(Unit, ""kB""), RealMemory*pow(1024,-1), match(Unit, ""KB""), RealMemory*pow(1024,-1), match(Unit, ""mB""), RealMemory, match(Unit, ""MB""), RealMemory, match(Unit, ""gB""), RealMemory*pow(1024,1), match(Unit, ""GB""), RealMemory*pow(1024,1), match(Unit, ""tB""), RealMemory*pow(1024,2), match(Unit, ""TB""), RealMemory*pow(1024,2), match(Unit, ""pB""), RealMemory*pow(1024,3), match(Unit, ""PB""), RealMemory*pow(1024,3), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,iostat,"total_ops","case(rReq_PS == ""?"", ""?"", wReq_PS == ""?"", ""?"", 1=1, rReq_PS + wReq_PS)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"linux_secure",action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"linux_secure",signature,"if(isnotnull(inbound_interface),""firewall"",null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,nfsiostat,"total_ops","read_ops + write_ops",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"osx_secure",action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"osx_secure",signature,"if(isnotnull(inbound_interface),""firewall"",null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,ps,UsedBytes,"RSZ_KB*1024",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,ps,app,"if(ARGS!=""<noArgs>"", COMMAND."" "".ARGS,COMMAND)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,ps,"cpu_time","replace(CPUTIME, ""^00:[0]{0,1}"", """")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,ps,"mem_used","RSZ_KB*1024",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,ps,process,"if(ARGS!=""<noArgs>"", COMMAND."" "".ARGS,COMMAND)",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,ps,"process_mem_used","RSZ_KB*1024",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,ps,"process_name","replace(COMMAND, ""[\[\]()]"", """")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,ps,time,"replace(CPUTIME, ""^00:[0]{0,1}"", """")",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::*:SSHDConfig",note,"if(match(sshd_protocol,""1""),""SSH-1 has inherent design flaws which make it vulnerable (e.g., man-in-the-middle attacks)"",null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::*:VSFTPDConfig",note,"""FTP uses clear text to pass authentication credentials.  Consider using SSH instead.""",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace",storage,"if(isnotnull(TotalMBytes),TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_free","if(isnotnull(FreeMegabytes),FreeMegabytes,null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_free_percent","if(isnotnull(FreeMegabytes) AND isnotnull(TotalMBytes),(FreeMegabytes*100)/TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_used","if(isnotnull(UsedMegabytes),UsedMegabytes,null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_used_percent","if(isnotnull(UsedMegabytes) AND isnotnull(TotalMBytes),(UsedMegabytes*100)/TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory",mem,"if(isnotnull(TotalMBytes),TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory","mem_free","if(isnotnull(AvailableMBytes),AvailableMBytes,null())",system,"1970-01-01T00:00:00+00:00"
